time_utc,time_local,ve,vn,ve_windrift_i,vn_windrift_i,U_total,V_total
2022-02-20 04:00:00.000,2022-02-20 06:00:00.000,-0.138116604812367,0.142596891249765,-0.0155043040145323,0.0540699337619805,-0.153620908826899,0.196666825011745
2022-02-20 04:10:00.000,2022-02-20 06:10:00.000,-0.120370250576061,0.196261447944641,-0.0258820173093212,0.0448289689821214,-0.146252267885383,0.241090416926763
2022-02-20 04:20:00.000,2022-02-20 06:20:00.000,-0.111242114764603,0.254695780329652,-0.0573058878992907,-0.00703627828286549,-0.168548002663894,0.247659502046786
2022-02-20 04:30:00.000,2022-02-20 06:30:00.000,-0.0997595842782321,0.259714912323682,-0.0198290203192109,0.0445367088274417,-0.119588604597443,0.304251621151124
2022-02-20 04:40:00.000,2022-02-20 06:40:00.000,-0.082622484411243,0.226089273330482,-0.0303634538425816,0.0361857553601357,-0.112985938253825,0.262275028690617
2022-02-20 04:50:00.000,2022-02-20 06:50:00.000,-0.0787014991742224,0.270929025300188,-0.0221327165804103,0.0434379020760813,-0.100834215754633,0.31436692737627
2022-02-20 05:00:00.000,2022-02-20 07:00:00.000,-0.0587116676373621,0.304313285654368,-0.0235458415286113,0.0391868609325954,-0.0822575091659734,0.343500146586964
2022-02-20 05:10:00.000,2022-02-20 07:10:00.000,-0.0393708563427049,0.26146428431832,-0.0258343575306129,0.0413436143918316,-0.0652052138733179,0.302807898710151
2022-02-20 05:20:00.000,2022-02-20 07:20:00.000,-0.0353480078179293,0.250068721247577,-0.0193911487738927,0.0479947770695614,-0.054739156591822,0.298063498317138
2022-02-20 05:30:00.000,2022-02-20 07:30:00.000,-0.018609466829862,0.280725895972697,-0.0273737199040232,0.0421518322094792,-0.0459831867338851,0.322877728182176
2022-02-20 05:40:00.000,2022-02-20 07:40:00.000,-0.00712705422578128,0.285750570038715,-0.0316298300470022,0.0390595871867299,-0.0387568842727835,0.324810157225445
2022-02-20 05:50:00.000,2022-02-20 07:50:00.000,-0.00716454212666726,0.296797536610823,-0.0322856985414555,0.0478655164987307,-0.0394502406681228,0.344663053109553
2022-02-20 06:00:00.000,2022-02-20 08:00:00.000,0.00154103252845016,0.293024019501159,-0.0208115658356647,0.0490289766104474,-0.0192705333072145,0.342052996111606
2022-02-20 06:10:00.000,2022-02-20 08:10:00.000,0.00773076285033417,0.283441320352641,-0.0235003799357837,0.0461220925836507,-0.0157696170854495,0.329563412936292
2022-02-20 06:20:00.000,2022-02-20 08:20:00.000,0.0137708461878284,0.318057344308165,-0.0225099745996106,0.0482727963093592,-0.00873912841178213,0.366330140617524
