time_utc,time_local,ve,vn,ve_windrift_i,vn_windrift_i,U_total,V_total
2022-02-20 06:30:00.000,2022-02-20 08:30:00.000,0.00414390015633839,0.299824241927065,-0.0212409196100321,0.0455512989034458,-0.0170970194536937,0.34537554083051
2022-02-20 06:40:00.000,2022-02-20 08:40:00.000,0.0142816669821252,0.300945246951076,-0.0272614912721635,0.0404168229035603,-0.0129798242900382,0.341362069854637
2022-02-20 06:50:00.000,2022-02-20 08:50:00.000,0.000432229297193179,0.326252285957212,-0.0384613816889029,0.0529375505617666,-0.0380291523917097,0.379189836518978
2022-02-20 07:00:00.000,2022-02-20 09:00:00.000,0.0155020367306902,0.314894206183132,-0.0257073176449113,0.0483484326478494,-0.0102052809142211,0.363242638830981
2022-02-20 07:10:00.000,2022-02-20 09:10:00.000,0.0282801665015159,0.31176835486623,-0.0178414809319878,0.054910432143205,0.0104386855695281,0.366678787009435
2022-02-20 07:20:00.000,2022-02-20 09:20:00.000,0.0508848818025813,0.294731163990999,-0.0146946888460192,0.0480641614898115,0.0361901929565621,0.34279532548081
2022-02-20 07:30:00.000,2022-02-20 09:30:00.000,0.00454226078376169,0.315853188106076,-0.00959011686421169,0.0493368742274048,-0.00504785608045,0.365190062333481
2022-02-20 07:40:00.000,2022-02-20 09:40:00.000,0.0455919946336891,0.280134799885718,0.00263042068967509,0.0501914173907043,0.0482224153233642,0.330326217276422
2022-02-20 07:50:00.000,2022-02-20 09:50:00.000,0.019786417309225,0.306487823445937,-0.00148863433980029,0.0426289100001673,0.0182977829694248,0.349116733446105
2022-02-20 08:00:00.000,2022-02-20 10:00:00.000,0.0507612413097455,0.304787865264238,0.0100395271123493,0.0350119919499176,0.0608007684220949,0.339799857214155
2022-02-20 08:10:00.000,2022-02-20 10:10:00.000,0.0262758154995068,0.288858286364877,0.00959526342529072,0.0415616520340479,0.0358710789247975,0.330419938398925
2022-02-20 08:20:00.000,2022-02-20 10:20:00.000,0.0440857073052451,0.297340055025809,0.0290820928063854,0.0372233811253027,0.0731678001116305,0.334563436151111
2022-02-20 08:30:00.000,2022-02-20 10:30:00.000,0.0271850163019954,0.287774833513473,0.0390668128376726,0.0339602622885375,0.0662518291396679,0.321735095802011
2022-02-20 08:40:00.000,2022-02-20 10:40:00.000,0.0320924827782127,0.309439331769844,0.0421865467892313,0.0421865467892313,0.074279029567444,0.351625878559075
2022-02-20 08:50:00.000,2022-02-20 10:50:00.000,0.04942937538038,0.323986738567281,0.0432975001548388,0.0515999513598776,0.0927268755352188,0.375586689927158
2022-02-20 09:00:00.000,2022-02-20 11:00:00.000,0.0554198745421576,0.346554892036599,0.0336551033841258,0.0538594240240629,0.0890749779262834,0.400414316060661
2022-02-20 09:10:00.000,2022-02-20 11:10:00.000,0.0626438894537193,0.32584272101098,0.0429288362473899,0.049383976914564,0.105572725701109,0.375226697925544
2022-02-20 09:20:00.000,2022-02-20 11:20:00.000,0.075908081857449,0.339742432246285,0.0449082594853107,0.0449082594853107,0.12081634134276,0.384650691731596
2022-02-20 09:30:00.000,2022-02-20 11:30:00.000,0.061061679149269,0.365137476611651,0.0530733975757972,0.0530733977672263,0.114135076725066,0.418210874378878
2022-02-20 09:40:00.000,2022-02-20 11:40:00.000,0.0562672118004841,0.310336425739451,0.0532780275257455,0.0707023305341903,0.10954523932623,0.381038756273642
2022-02-20 09:50:00.000,2022-02-20 11:50:00.000,0.0573385851728515,0.288154535121091,0.0509047701938981,0.0700644051600842,0.10824335536675,0.358218940281175
2022-02-20 10:00:00.000,2022-02-20 12:00:00.000,0.0555201646054275,0.290321659288275,0.0579496330542048,0.0643595876997593,0.113469797659632,0.354681246988035
2022-02-20 10:10:00.000,2022-02-20 12:10:00.000,0.0359786613743881,0.285003201572112,0.0574866511923215,0.0595291699479537,0.0934653125667096,0.344532371520066
2022-02-20 10:20:00.000,2022-02-20 12:20:00.000,0.0659695314709185,0.30647555901783,0.0497643745863246,0.0636954948330882,0.115733906057243,0.370171053850918
2022-02-20 10:30:00.000,2022-02-20 12:30:00.000,0.066754088127582,0.315443040483086,0.0590640367270775,0.0633384248738666,0.125818124854659,0.378781465356952
2022-02-20 10:40:00.000,2022-02-20 12:40:00.000,0.0529304043915242,0.306618387645454,0.0579496330689873,0.0643595876354374,0.110880037460512,0.370977975280891
2022-02-20 10:50:00.000,2022-02-20 12:50:00.000,0.0796229819768523,0.313325533680819,0.0595291699479537,0.0574866511923215,0.139152151924806,0.370812184873141
2022-02-20 11:00:00.000,2022-02-20 13:00:00.000,0.0531929382036294,0.309613486461428,0.0532907412142202,0.0658085847353015,0.10648367941785,0.37542207119673
2022-02-20 11:10:00.000,2022-02-20 13:10:00.000,0.0885924662210881,0.312546896941651,0.0437841671965103,0.0486272440398182,0.132376633417598,0.361174140981469
2022-02-20 11:20:00.000,2022-02-20 13:20:00.000,0.102804168203687,0.314315721601389,0.0450719369341487,0.0500574570157511,0.147876105137836,0.36437317861714
2022-02-20 11:30:00.000,2022-02-20 13:30:00.000,0.118859683746673,0.279776766051432,0.0538433876651411,0.0436015156243602,0.172703071411814,0.323378281675792
2022-02-20 11:40:00.000,2022-02-20 13:40:00.000,0.0890806430819191,0.249252800731726,0.0605967093527592,0.0335893044824871,0.149677352434678,0.282842105214213
2022-02-20 11:50:00.000,2022-02-20 13:50:00.000,0.0901642708463691,0.250162050475752,0.0845637754101756,-0.00443179967703716,0.174728046256545,0.245730250798715
2022-02-20 12:00:00.000,2022-02-20 14:00:00.000,0.0989477594064024,0.224295894494182,0.0998993536137489,-0.02864567868903,0.198847113020151,0.195650215805152
