time_utc,time_local,ve,vn,ve_windrift_i,vn_windrift_i,U_total,V_total
2022-03-04 10:00:00.000,2022-03-04 12:00:00.000,0.0496719552523789,0.0398331430892979,0.0865516106319535,0.00302244884401801,0.136223565884332,0.042855591933316
2022-03-04 10:10:00.000,2022-03-04 12:10:00.000,0.0219085406755245,0.0553149666781762,0.0864856793967704,-0.00453252239696982,0.108394220072295,0.0507824442812064
2022-03-04 10:20:00.000,2022-03-04 12:20:00.000,0.0674321519761418,0.0362703587107309,0.0814980459409124,-0.0143703043744008,0.148930197917054,0.02190005433633
2022-03-04 10:30:00.000,2022-03-04 12:30:00.000,0.0229293653252627,0.0210865247354473,0.088474979757108,0.00308961437388508,0.111404345082371,0.0241761391093324
2022-03-04 10:40:00.000,2022-03-04 12:40:00.000,0.0253580306826594,0.0258941710629275,0.0844735503683745,0.00590696607081,0.109831581051034,0.0318011371337375
2022-03-04 10:50:00.000,2022-03-04 12:50:00.000,0.0538166592548069,0.0183837793354892,0.08078150325649,0.00282095225441681,0.134598162511297,0.021204731589906
2022-03-04 11:00:00.000,2022-03-04 13:00:00.000,0.0267908165301493,0.0307895876671354,0.0827552846650895,1.52018991716445e-17,0.109546101195239,0.0307895876671354
2022-03-04 11:10:00.000,2022-03-04 13:10:00.000,0.00118298704763581,0.0249981127647109,0.0730323514906061,0.00382746335744121,0.074215338538242,0.0288255761221521
2022-03-04 11:20:00.000,2022-03-04 13:20:00.000,0.00356212944175276,0.0177618636328778,0.0527889294699235,-0.0317187888391004,0.0563510589116763,-0.0139569252062226
2022-03-04 11:30:00.000,2022-03-04 13:30:00.000,0.00351251105486392,0.00571731645986163,0.0544342539215887,-0.0544342539215887,0.0579467649764527,-0.0487169374617271
2022-03-04 11:40:00.000,2022-03-04 13:40:00.000,0.0181606208262875,0.0124686006531906,0.0560228043335813,-0.047008714453825,0.0741834251598689,-0.0345401138006345
2022-03-04 11:50:00.000,2022-03-04 13:50:00.000,0.0256220414559741,0.0288861743843045,0.0568692658644574,-0.0428540656185344,0.0824913073204316,-0.0139678912342299
2022-03-04 12:00:00.000,2022-03-04 14:00:00.000,-0.0157948587259425,0.0375302932530354,0.0471770983861738,-0.0395862858558527,0.0313822396602313,-0.00205599260281721
2022-03-04 12:10:00.000,2022-03-04 14:10:00.000,-0.0285252407954015,0.0527017686832675,0.0536007316444248,-0.037531636350982,0.0250754908490233,0.0151701323322855
2022-03-04 12:20:00.000,2022-03-04 14:20:00.000,-0.0372818370518112,0.0444307632450079,0.0500464602259978,-0.0391005800321123,0.0127646231741866,0.00533018321289568
2022-03-04 12:30:00.000,2022-03-04 14:30:00.000,-0.0193946127676178,0.0308163612926133,0.044154866295273,-0.0630596842875586,0.0247602535276552,-0.0322433229949453
2022-03-04 12:40:00.000,2022-03-04 14:40:00.000,-0.00929297123815186,0.0429869930040517,0.0473523578608015,-0.0702027575314716,0.0380593866226496,-0.0272157645274198
2022-03-04 12:50:00.000,2022-03-04 14:50:00.000,-0.0234063416808334,0.0653087293043653,0.0612385356617874,-0.0612385356617873,0.037832193980954,0.00407019364257797
2022-03-04 13:00:00.000,2022-03-04 15:00:00.000,-0.0138396204607701,0.0484054688526966,0.0553740938073513,-0.06149916157977,0.0415344733465811,-0.0130936927270734
2022-03-04 13:10:00.000,2022-03-04 15:10:00.000,0.00686311695582095,0.032536225298324,0.047008714453825,-0.0560228043335813,0.053871831409646,-0.0234865790352573
2022-03-04 13:20:00.000,2022-03-04 15:20:00.000,-0.0234935135707317,0.0643121826445903,0.0472349752597236,-0.0583303366372362,0.023741461688992,0.00598184600735409
2022-03-04 13:30:00.000,2022-03-04 15:30:00.000,-0.003401066101302,0.0414673463485344,0.0482457858868204,-0.0574970886581493,0.0448447197855184,-0.0160297423096149
2022-03-04 13:40:00.000,2022-03-04 15:40:00.000,-0.0142005457022252,0.021325211735265,0.0470695762379169,-0.0454545614078821,0.0328690305356918,-0.0241293496726171
2022-03-04 13:50:00.000,2022-03-04 15:50:00.000,-0.0178753553725586,0.0367088269167836,0.0457716430208297,-0.0545485200090134,0.027896287648271,-0.0178396930922298
2022-03-04 14:00:00.000,2022-03-04 16:00:00.000,-0.0254242380275628,0.0192950635292537,0.0467914602728199,-0.0484539755390321,0.021367222245257,-0.0291589120097784
